Final form without custom sprite;;pre-evos that have custom sprites;;;
3.354; evolves from : ;1.403;;;
12.354; evolves from : ;10.403;;;
34.354; evolves from : ;32.403;;;
45.354; evolves from : ;43.354;;;
49.354; evolves from : ;48.403;;;
65.354; evolves from : ;64.354;;;
71.354; evolves from : ;69.403;;;
73.354; evolves from : ;72.403;;;
85.354; evolves from : ;84.403;;;
91.354; evolves from : ;90.403;;;
94.354; evolves from : ;92.354;92.403;;
97.354; evolves from : ;96.403;;;
99.354; evolves from : ;98.403;;;
107.354; evolves from : ;236.403;;;
110.354; evolves from : ;109.403;;;
115.354; evolves from : ;115.403;;;
122.354; evolves from : ;258.403;;;
134.354; evolves from : ;133.403;;;
135.354; evolves from : ;133.403;;;
136.354; evolves from : ;133.403;;;
143.354; evolves from : ;260.403;;;
149.354; evolves from : ;147.403;;;
151.354; evolves from : ;151.403;;;
154.354; evolves from : ;153.354;;;
168.354; evolves from : ;167.403;;;
171.354; evolves from : ;170.354;170.403;;
192.354; evolves from : ;191.403;;;
196.354; evolves from : ;133.403;;;
202.354; evolves from : ;253.403;;;
205.354; evolves from : ;204.403;;;
210.354; evolves from : ;209.403;;;
217.354; evolves from : ;216.403;;;
234.354; evolves from : ;234.403;;;
237.354; evolves from : ;236.403;;;
241.354; evolves from : ;241.403;;;
243.354; evolves from : ;243.403;;;
244.354; evolves from : ;244.403;;;
245.354; evolves from : ;245.403;;;
248.354; evolves from : ;246.403;;;
251.354; evolves from : ;251.403;;;
268.354; evolves from : ;240.403;;;
272.354; evolves from : ;133.403;;;
273.354; evolves from : ;207.403;;;
288.354; evolves from : ;286.354;285.403;;
289.354; evolves from : ;382.403;;;
290.354; evolves from : ;290.403;;;
293.354; evolves from : ;291.403;;;
302.354; evolves from : ;301.403;;;
304.354; evolves from : ;303.403;;;
306.354; evolves from : ;305.403;;;
308.354; evolves from : ;307.403;;;
314.354; evolves from : ;387.403;;;
315.354; evolves from : ;315.403;;;
318.354; evolves from : ;316.403;;;
326.354; evolves from : ;325.403;;;
329.354; evolves from : ;328.354;327.354;;
331.354; evolves from : ;330.403;;;
334.354; evolves from : ;392.403;;;
336.354; evolves from : ;396.354;395.403;;
341.354; evolves from : ;341.403;;;
345.354; evolves from : ;345.403;;;
348.354; evolves from : ;348.403;;;
353.354; evolves from : ;402.403;;;
356.354; evolves from : ;382.403;;;
359.354; evolves from : ;406.403;;;
361.354; evolves from : ;409.403;;;
362.354; evolves from : ;411.354;411.403;;
363.354; evolves from : ;412.403;;;
368.354; evolves from : ;414.403;;;
369.354; evolves from : ;416.403;;;
371.354; evolves from : ;371.403;;;
372.354; evolves from : ;417.403;;;
374.354; evolves from : ;419.403;;;
379.354; evolves from : ;379.403;;;
420.354; evolves from : ;420.403;;;
3.355; evolves from : ;1.404;;;
28.355; evolves from : ;27.404;;;
40.355; evolves from : ;39.355;;;
51.355; evolves from : ;50.404;;;
73.355; evolves from : ;72.404;;;
83.355; evolves from : ;83.404;;;
139.355; evolves from : ;138.404;;;
169.355; evolves from : ;41.404;;;
171.355; evolves from : ;170.355;170.404;;
195.355; evolves from : ;194.404;;;
219.355; evolves from : ;218.404;;;
230.355; evolves from : ;116.404;;;
248.355; evolves from : ;247.355;;;
265.355; evolves from : ;111.404;;;
287.355; evolves from : ;285.404;;;
288.355; evolves from : ;285.404;;;
289.355; evolves from : ;382.355;;;
300.355; evolves from : ;300.404;;;
313.355; evolves from : ;311.355;311.404;;
326.355; evolves from : ;325.404;;;
334.355; evolves from : ;393.355;392.355;;
339.355; evolves from : ;133.404;;;
352.355; evolves from : ;401.355;400.404;;
354.355; evolves from : ;403.404;;;
356.355; evolves from : ;382.355;;;
369.355; evolves from : ;416.404;;;
383.355; evolves from : ;294.404;;;
12.356; evolves from : ;10.382;;;
18.356; evolves from : ;16.382;;;
26.356; evolves from : ;172.382;;;
38.356; evolves from : ;37.382;;;
47.356; evolves from : ;46.382;;;
53.356; evolves from : ;52.382;;;
80.356; evolves from : ;79.356;;;
130.356; evolves from : ;129.356;;;
169.356; evolves from : ;41.382;;;
171.356; evolves from : ;170.356;170.382;;
199.356; evolves from : ;79.356;;;
281.356; evolves from : ;279.382;;;
313.356; evolves from : ;311.356;311.382;;
331.356; evolves from : ;330.382;;;
332.356; evolves from : ;388.382;;;
45.357; evolves from : ;43.405;;;
101.357; evolves from : ;100.357;;;
105.357; evolves from : ;104.405;;;
171.357; evolves from : ;170.357;170.405;;
182.357; evolves from : ;43.405;;;
184.357; evolves from : ;252.405;;;
202.357; evolves from : ;253.405;;;
287.357; evolves from : ;285.405;;;
288.357; evolves from : ;285.405;;;
300.357; evolves from : ;300.405;;;
302.357; evolves from : ;301.357;;;
313.357; evolves from : ;311.357;311.405;;
331.357; evolves from : ;330.405;;;
336.357; evolves from : ;395.405;;;
355.357; evolves from : ;404.405;;;
361.357; evolves from : ;409.405;;;
374.357; evolves from : ;419.405;;;
26.358; evolves from : ;25.358;;;
49.358; evolves from : ;48.358;;;
53.358; evolves from : ;52.358;;;
71.358; evolves from : ;69.358;;;
101.358; evolves from : ;100.358;;;
164.358; evolves from : ;163.358;;;
171.358; evolves from : ;170.358;;;
184.358; evolves from : ;183.358;;;
254.358; evolves from : ;190.358;;;
263.358; evolves from : ;82.358;81.358;;
281.358; evolves from : ;279.358;;;
302.358; evolves from : ;301.358;;;
354.358; evolves from : ;403.358;;;
360.358; evolves from : ;408.358;;;
362.358; evolves from : ;411.358;;;
367.358; evolves from : ;366.358;365.358;;
6.359; evolves from : ;4.406;;;
9.359; evolves from : ;7.406;;;
51.359; evolves from : ;50.406;;;
62.359; evolves from : ;60.406;;;
103.359; evolves from : ;102.406;;;
127.359; evolves from : ;127.406;;;
171.359; evolves from : ;170.359;170.407;170.406;
214.359; evolves from : ;214.406;;;
225.359; evolves from : ;225.407;;;
226.359; evolves from : ;261.406;;;
263.359; evolves from : ;81.406;;;
281.359; evolves from : ;279.359;279.407;279.406;
313.359; evolves from : ;311.359;311.407;311.406;
324.359; evolves from : ;322.406;;;
329.359; evolves from : ;327.406;;;
333.359; evolves from : ;390.406;;;
355.359; evolves from : ;404.359;;;
364.359; evolves from : ;413.406;;;
378.359; evolves from : ;378.407;;;
379.359; evolves from : ;379.407;;;
380.359; evolves from : ;380.407;;;
47.360; evolves from : ;46.408;;;
76.360; evolves from : ;74.408;;;
171.360; evolves from : ;170.360;170.408;;
181.360; evolves from : ;180.360;179.360;179.408;
205.360; evolves from : ;204.408;;;
224.360; evolves from : ;223.408;;;
234.360; evolves from : ;234.408;;;
255.360; evolves from : ;200.360;;;
281.360; evolves from : ;279.408;;;
296.360; evolves from : ;384.408;;;
313.360; evolves from : ;311.360;311.408;;
326.360; evolves from : ;325.408;;;
353.360; evolves from : ;402.408;;;
357.360; evolves from : ;405.408;;;
364.360; evolves from : ;413.408;;;
38.361; evolves from : ;37.409;;;
105.361; evolves from : ;104.409;;;
134.361; evolves from : ;133.410;133.409;;
135.361; evolves from : ;133.410;133.409;;
136.361; evolves from : ;133.410;133.409;;
171.361; evolves from : ;170.361;170.410;170.409;
186.361; evolves from : ;60.409;;;
196.361; evolves from : ;133.410;133.409;;
197.361; evolves from : ;133.410;133.409;;
212.361; evolves from : ;123.410;;;
214.361; evolves from : ;214.410;;;
217.361; evolves from : ;216.409;;;
263.361; evolves from : ;81.409;;;
271.361; evolves from : ;133.410;133.409;;
272.361; evolves from : ;133.410;133.409;;
274.361; evolves from : ;220.409;;;
295.361; evolves from : ;295.409;;;
334.361; evolves from : ;392.410;392.409;;
338.361; evolves from : ;399.409;;;
367.361; evolves from : ;365.410;365.409;;
370.361; evolves from : ;370.410;;;
377.361; evolves from : ;375.409;;;
6.362; evolves from : ;4.411;;;
53.362; evolves from : ;52.411;;;
73.362; evolves from : ;72.411;;;
85.362; evolves from : ;84.411;;;
103.362; evolves from : ;102.411;;;
105.362; evolves from : ;104.411;;;
132.362; evolves from : ;132.411;;;
171.362; evolves from : ;170.362;170.411;;
203.362; evolves from : ;203.411;;;
208.362; evolves from : ;95.362;;;
242.362; evolves from : ;259.411;;;
254.362; evolves from : ;190.411;;;
290.362; evolves from : ;290.411;;;
313.362; evolves from : ;312.362;311.362;311.411;
321.362; evolves from : ;319.411;;;
331.362; evolves from : ;330.411;;;
346.362; evolves from : ;346.411;;;
369.362; evolves from : ;416.411;;;
18.363; evolves from : ;16.412;;;
20.363; evolves from : ;19.412;;;
38.363; evolves from : ;37.412;;;
47.363; evolves from : ;46.412;;;
53.363; evolves from : ;52.412;;;
94.363; evolves from : ;92.412;;;
134.363; evolves from : ;133.412;;;
136.363; evolves from : ;133.412;;;
151.363; evolves from : ;151.412;;;
169.363; evolves from : ;41.412;;;
171.363; evolves from : ;170.363;170.412;;
189.363; evolves from : ;187.412;;;
192.363; evolves from : ;191.412;;;
197.363; evolves from : ;133.412;;;
202.363; evolves from : ;253.412;;;
267.363; evolves from : ;125.363;;;
271.363; evolves from : ;133.412;;;
272.363; evolves from : ;133.412;;;
313.363; evolves from : ;311.363;311.412;;
339.363; evolves from : ;133.412;;;
352.363; evolves from : ;400.412;;;
378.363; evolves from : ;378.412;;;
379.363; evolves from : ;379.412;;;
6.364; evolves from : ;4.413;;;
24.364; evolves from : ;23.413;;;
26.364; evolves from : ;25.364;;;
49.364; evolves from : ;48.413;;;
89.364; evolves from : ;88.413;;;
94.364; evolves from : ;92.413;;;
127.364; evolves from : ;127.413;;;
132.364; evolves from : ;132.413;;;
171.364; evolves from : ;170.364;170.413;;
263.364; evolves from : ;81.413;;;
281.364; evolves from : ;279.413;;;
313.364; evolves from : ;311.364;311.413;;
353.364; evolves from : ;402.364;;;
362.364; evolves from : ;411.364;;;
12.367; evolves from : ;11.365;;;
26.367; evolves from : ;25.365;;;
80.367; evolves from : ;79.365;;;
110.367; evolves from : ;109.365;;;
121.367; evolves from : ;120.365;;;
134.367; evolves from : ;133.365;;;
135.367; evolves from : ;133.365;;;
136.367; evolves from : ;133.365;;;
151.367; evolves from : ;151.365;;;
157.367; evolves from : ;155.365;;;
171.367; evolves from : ;170.365;;;
186.367; evolves from : ;186.366;186.365;;
189.367; evolves from : ;188.365;;;
192.367; evolves from : ;192.365;;;
197.367; evolves from : ;133.365;;;
219.367; evolves from : ;219.366;218.365;;
255.367; evolves from : ;255.365;;;
271.367; evolves from : ;133.365;;;
272.367; evolves from : ;133.365;;;
313.367; evolves from : ;311.365;;;
321.367; evolves from : ;321.365;;;
329.367; evolves from : ;327.365;;;
339.367; evolves from : ;133.365;;;
346.367; evolves from : ;346.365;;;
351.367; evolves from : ;351.365;;;
367.367; evolves from : ;366.365;365.365;;
373.367; evolves from : ;373.365;;;
132.368; evolves from : ;132.415;;;
134.368; evolves from : ;133.414;;;
135.368; evolves from : ;133.414;;;
136.368; evolves from : ;133.414;;;
171.368; evolves from : ;170.368;170.415;170.414;
196.368; evolves from : ;133.414;;;
232.368; evolves from : ;231.414;;;
242.368; evolves from : ;259.414;;;
248.368; evolves from : ;246.414;;;
267.368; evolves from : ;239.414;;;
271.368; evolves from : ;133.414;;;
272.368; evolves from : ;133.414;;;
281.368; evolves from : ;279.414;;;
287.368; evolves from : ;285.414;;;
288.368; evolves from : ;285.414;;;
289.368; evolves from : ;382.414;;;
313.368; evolves from : ;311.368;311.415;311.414;
324.368; evolves from : ;322.414;;;
326.368; evolves from : ;325.414;;;
356.368; evolves from : ;382.414;;;
367.368; evolves from : ;365.414;;;
26.369; evolves from : ;25.369;;;
171.369; evolves from : ;170.369;170.416;;
181.369; evolves from : ;179.416;;;
267.369; evolves from : ;239.369;239.416;;
331.369; evolves from : ;330.416;;;
348.369; evolves from : ;348.416;;;
353.369; evolves from : ;402.416;;;
381.369; evolves from : ;381.416;;;
3.370; evolves from : ;1.370;;;
26.370; evolves from : ;25.370;;;
130.370; evolves from : ;129.370;;;
169.370; evolves from : ;41.370;;;
171.370; evolves from : ;170.370;;;
195.370; evolves from : ;194.370;;;
196.370; evolves from : ;133.370;;;
197.370; evolves from : ;133.370;;;
271.370; evolves from : ;133.370;;;
272.370; evolves from : ;133.370;;;
275.370; evolves from : ;137.370;;;
281.370; evolves from : ;280.370;279.370;;
293.370; evolves from : ;291.370;;;
313.370; evolves from : ;311.370;;;
333.370; evolves from : ;390.370;;;
339.370; evolves from : ;133.370;;;
363.370; evolves from : ;412.370;;;
364.370; evolves from : ;413.370;;;
94.371; evolves from : ;93.371;;;
134.371; evolves from : ;133.371;;;
135.371; evolves from : ;133.371;;;
136.371; evolves from : ;133.371;;;
196.371; evolves from : ;133.371;;;
197.371; evolves from : ;133.371;;;
256.371; evolves from : ;198.371;;;
271.371; evolves from : ;133.371;;;
272.371; evolves from : ;133.371;;;
313.371; evolves from : ;311.371;;;
337.371; evolves from : ;397.371;;;
339.371; evolves from : ;133.371;;;
3.372; evolves from : ;1.417;;;
6.372; evolves from : ;4.417;;;
9.372; evolves from : ;7.417;;;
26.372; evolves from : ;25.372;;;
38.372; evolves from : ;37.418;37.417;;
47.372; evolves from : ;46.417;;;
53.372; evolves from : ;52.417;;;
157.372; evolves from : ;155.417;;;
160.372; evolves from : ;158.417;;;
162.372; evolves from : ;161.417;;;
164.372; evolves from : ;163.417;;;
166.372; evolves from : ;165.417;;;
168.372; evolves from : ;167.417;;;
169.372; evolves from : ;41.417;;;
171.372; evolves from : ;170.372;170.418;170.417;
178.372; evolves from : ;177.418;177.417;;
185.372; evolves from : ;257.417;;;
219.372; evolves from : ;218.417;;;
232.372; evolves from : ;231.417;;;
235.372; evolves from : ;235.417;;;
255.372; evolves from : ;200.418;200.417;;
287.372; evolves from : ;285.417;;;
288.372; evolves from : ;285.417;;;
313.372; evolves from : ;311.372;311.418;311.417;
337.372; evolves from : ;397.417;;;
383.372; evolves from : ;294.417;;;
20.373; evolves from : ;19.373;;;
45.373; evolves from : ;43.373;;;
53.373; evolves from : ;52.373;;;
101.373; evolves from : ;100.373;;;
122.373; evolves from : ;258.373;;;
135.373; evolves from : ;133.373;;;
154.373; evolves from : ;152.373;;;
169.373; evolves from : ;41.373;;;
178.373; evolves from : ;177.373;;;
182.373; evolves from : ;43.373;;;
184.373; evolves from : ;183.373;;;
196.373; evolves from : ;133.373;;;
197.373; evolves from : ;133.373;;;
217.373; evolves from : ;216.373;;;
232.373; evolves from : ;231.373;;;
242.373; evolves from : ;259.373;;;
256.373; evolves from : ;198.373;;;
263.373; evolves from : ;81.373;;;
271.373; evolves from : ;133.373;;;
272.373; evolves from : ;133.373;;;
275.373; evolves from : ;137.373;;;
278.373; evolves from : ;276.373;;;
299.373; evolves from : ;297.373;;;
302.373; evolves from : ;301.373;;;
313.373; evolves from : ;311.373;;;
318.373; evolves from : ;316.373;;;
324.373; evolves from : ;322.373;;;
332.373; evolves from : ;388.373;;;
338.373; evolves from : ;399.373;;;
355.373; evolves from : ;404.373;;;
363.373; evolves from : ;412.373;;;
383.373; evolves from : ;294.373;;;
18.374; evolves from : ;16.419;;;
47.374; evolves from : ;46.419;;;
53.374; evolves from : ;52.419;;;
83.374; evolves from : ;83.419;;;
94.374; evolves from : ;92.419;;;
132.374; evolves from : ;132.419;;;
139.374; evolves from : ;138.419;;;
171.374; evolves from : ;170.374;170.419;;
181.374; evolves from : ;179.374;;;
195.374; evolves from : ;194.419;;;
313.374; evolves from : ;311.374;311.419;;
314.374; evolves from : ;387.419;;;
336.374; evolves from : ;395.419;;;
364.374; evolves from : ;413.419;;;
12.377; evolves from : ;12.375;;;
40.377; evolves from : ;39.375;;;
49.377; evolves from : ;48.375;;;
97.377; evolves from : ;96.375;;;
105.377; evolves from : ;104.375;;;
139.377; evolves from : ;139.376;139.375;;
154.377; evolves from : ;152.375;;;
171.377; evolves from : ;170.375;;;
251.377; evolves from : ;251.375;;;
262.377; evolves from : ;262.375;;;
274.377; evolves from : ;220.375;;;
278.377; evolves from : ;277.375;;;
288.377; evolves from : ;286.375;;;
296.377; evolves from : ;296.376;;;
309.377; evolves from : ;385.375;;;
313.377; evolves from : ;311.375;;;
338.377; evolves from : ;399.375;;;
362.377; evolves from : ;362.376;411.375;;
368.377; evolves from : ;414.375;;;
378.377; evolves from : ;378.376;;;
379.377; evolves from : ;379.376;;;
26.378; evolves from : ;25.378;;;
119.378; evolves from : ;118.378;;;
135.378; evolves from : ;133.378;;;
136.378; evolves from : ;133.378;;;
171.378; evolves from : ;170.378;;;
196.378; evolves from : ;133.378;;;
197.378; evolves from : ;133.378;;;
271.378; evolves from : ;133.378;;;
272.378; evolves from : ;133.378;;;
313.378; evolves from : ;311.378;;;
333.378; evolves from : ;391.378;;;
339.378; evolves from : ;133.378;;;
353.378; evolves from : ;402.378;;;
360.378; evolves from : ;408.378;;;
368.378; evolves from : ;414.378;;;
134.379; evolves from : ;133.379;;;
135.379; evolves from : ;133.379;;;
136.379; evolves from : ;133.379;;;
171.379; evolves from : ;170.379;;;
196.379; evolves from : ;133.379;;;
197.379; evolves from : ;133.379;;;
271.379; evolves from : ;133.379;;;
299.379; evolves from : ;297.379;;;
313.379; evolves from : ;311.379;;;
333.379; evolves from : ;391.379;;;
339.379; evolves from : ;133.379;;;
85.380; evolves from : ;84.380;;;
171.380; evolves from : ;170.380;;;
232.380; evolves from : ;231.380;;;
293.380; evolves from : ;291.380;;;
313.380; evolves from : ;311.380;;;
